MAAMOV,DISH CALL,SLING CALL,MULTICAST,PORT,SSM1,SSM2,BUNDLE,BUNDLE NAME,In Use,Sentry Number,Audio_1,Audio_2,Primary Port,Backup Port,EVERTZ - Template,EVERTZ - DMG1,EVERTZ - DMG2,EVERTZ - Encoder,EVERTZ - IRD1,EVERTZ - IRD2,EVERTZ - Launch Status,EVERTZ  Note-1,EVERTZ  Note-2,EVERTZ - Source Description,Daily Summery Include,Sling Call DUPLICATE,Multicast DUPLICATE
ONTVUS,ONTV,ONTVUS,232.20.94.86,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 36,Port 1036,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
OTVLB,OTV,OTVLB,232.20.214.55,3101,172.31.1.22,172.31.2.22,BUNDLE,Che OVERON,Yes,Sentry 4,,,Port 37,Port 1037,Encoder,DMG1,DMG2,ENCODER,,,Customer,OTV,,Cheyenne Service,YES,ok,ok
OTVODIA,NA,OTVODIA,232.70.5.54,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 38,Port 1038,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
OUTDOORHD,NA,OUTDOORHD,232.168.50.126,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 39,Port 1039,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  577,Gilbert IRD,YES,ok,ok
OUTHD,OTDCH,OUTHD,232.23.41.212,3101,172.31.1.22,172.31.2.22,BUNDLE,NOBUNDLE,Yes,Sentry 4,,,Port 40,Port 1040,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
OUTSD,OUTSD,OUTSD,232.168.50.33,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 41,Port 1041,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,Outside Television,GIL IRD -  553,Gilbert IRD,YES,ok,ok
OXYGENHD,OXYGENHD,OXYGENHD,232.70.2.106,1234,172.31.27.22,172.31.28.22,BUNDLE,NBC,Yes,Sentry 4,,,Port 42,Port 1042,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
P12AZHD,NA,P12AZHD,232.168.50.62,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 43,Port 1043,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  567,Gilbert IRD,YES,ok,ok
P12BAHD,NA,P12BAHD,232.168.50.64,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 44,Port 1044,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  567,Gilbert IRD,YES,ok,ok
P12LAHD,NA,P12LAHD,232.168.50.63,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 45,Port 1045,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  567,Gilbert IRD,YES,ok,ok
P12MTHD,NA,P12MTHD,232.168.50.67,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 46,Port 1046,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  567,Gilbert IRD,YES,ok,ok
P12ORHD,NA,P12ORHD,232.168.50.65,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 47,Port 1047,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  567,Gilbert IRD,YES,ok,ok
P12WAHD,NA,P12WAHD,232.168.50.66,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 48,Port 1048,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  567,Gilbert IRD,YES,ok,ok
P7S1W,NA,P7S1W,232.70.5.33,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 49,Port 1049,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
PSNES,PSNES,PSNES,232.23.34.111,3101,172.31.1.22,172.31.2.22,BUNDLE,DBS,Yes,Sentry 4,,,Port 50,Port 1050,Encoder,DMG1,DMG2,ENCODER,,,Customer,PASNUS,,Gilbert Service,YES,ok,ok
PEACE,NA,PEACE,232.23.13.56,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 51,Port 1051,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Beta,PEACE TV,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
PFC,PFC,PFC,232.20.97.73,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 52,Port 1052,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
PHKC,NA,PHKC,232.20.94.148,3101,172.31.1.23,172.31.2.23,BUNDLE,DBS,Yes,Sentry 4,,,Port 53,Port 1053,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
PHNIN,PHNIN,PHNIN,232.20.97.196,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 54,Port 1054,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
PIXLHD,PIXL,PIXLHD,232.23.36.95,3101,172.31.1.22,172.31.2.22,BUNDLE,DBS,Yes,Sentry 4,,,Port 55,Port 1055,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
PLSTL,PLSTL,PLSTL,232.70.1.82,3101,172.31.27.71,172.31.28.71,BUNDLE,MX1,Yes,Sentry 4,,,Port 56,Port 1056,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
PNAX,PHNIX,PNAX,232.20.96.78,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 57,Port 1057,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
PNEWSHD,PLSTN,PNEWSHD,232.20.96.143,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 58,Port 1058,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
POLSAT1,PLST1,POLSAT1,232.20.97.66,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 59,Port 1059,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
PPV,NA,PPV,232.23.36.56,3101,172.31.1.22,172.31.2.22,BUNDLE,Gilbert MCR,Yes,Sentry 4,,,Port 60,Port 1060,Encoder,DMG1,DMG2,ENCODER,,,Customer,,Gilbert Master Control Service: Sling 56,Gilbert Service,SKIP,ok,ok
PPV2,NA,PPV2,232.23.36.57,3101,172.31.1.22,172.31.2.22,BUNDLE,Gilbert MCR,Yes,Sentry 4,,,Port 61,Port 1061,Encoder,DMG1,DMG2,ENCODER,,,Customer,,Gilbert Master Control Service: Sling 57,Gilbert Service,SKIP,ok,ok
PRAGNW,NA,PRAGNW,232.70.5.65,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 62,Port 1062,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
PRAJAA,NA,PRAJAA,232.70.5.51,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 63,Port 1063,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
PRATH,NA,PRATH,232.70.5.47,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 64,Port 1064,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
PRIME37,PRIME37,PRIME37,232.23.34.37,3101,172.31.1.22,172.31.2.22,BUNDLE,DBS,Yes,Sentry 4,,,Port 65,Port 1065,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
PRIMHD,PRIME,PRIMHD,232.23.36.60,3101,172.31.1.23,172.31.2.23,BUNDLE,DBS,Yes,Sentry 4,,,Port 66,Port 1066,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
PSCPA,NA,PSCPA,232.168.50.26,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 67,Port 1067,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  569,Gilbert IRD,YES,ok,ok
PTC,PTCTV,PTC,232.20.214.8,3101,172.31.1.24,172.31.2.24,BUNDLE,Che BT Tower,Yes,Sentry 4,,,Port 68,Port 1068,Encoder,DMG1,DMG2,ENCODER,,,Customer,PTC Punjabi,,Cheyenne Service,YES,ok,ok
PTCCD,PTCCD,PTCCD,232.20.214.10,3101,172.31.1.24,172.31.2.24,BUNDLE,Che BT Tower,Yes,Sentry 4,,,Port 69,Port 1069,Encoder,DMG1,DMG2,ENCODER,,,Customer,PTC Chak De,,Cheyenne Service,YES,ok,ok
PTCNWS,PTCN,PTCNWS,232.20.214.9,3101,172.31.1.24,172.31.2.24,BUNDLE,Che BT Tower,Yes,Sentry 4,,,Port 70,Port 1070,Encoder,DMG1,DMG2,ENCODER,,,Customer,PTC News,,Cheyenne Service,YES,ok,ok
PTVGLB,PTV,PTVGLB,232.20.214.6,3101,172.31.1.24,172.31.2.24,BUNDLE,DBS,Yes,Sentry 4,,,Port 71,Port 1071,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
PUBLCMU,NA,PUBLCMU,232.70.5.52,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 72,Port 1072,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
PUBLCTV,NA,PUBLCTV,232.70.5.50,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 73,Port 1073,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
PUNJA,APUNJ,PUNJA,232.20.97.214,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 74,Port 1074,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
QTVPAK,QTV,QTVPAK,232.20.214.23,3101,172.31.1.24,172.31.2.24,BUNDLE,Che BT Tower,Yes,Sentry 4,,,Port 75,Port 1075,Encoder,DMG1,DMG2,ENCODER,,,Customer,Ary QTV,,Cheyenne Service,YES,ok,ok
OLD_RAII,OLD_RAI,OLD_RAII,232.20.5.166,3101,172.31.1.24,172.31.2.24,SKIP,NOBUNDLE,No,Sentry 4,,,Port 76,Port 1076,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,SKIP,ok,ok
OLD_RAINW24,OLD_RAINW,OLD_RAINW24,232.20.97.65,3101,172.31.1.22,172.31.2.22,SKIP,DBS,No,Sentry 4,,,Port 77,Port 1077,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,SKIP,ok,ok
OLD_RAIPREM,OLD_RAIPR,OLD_RAIPREM,232.20.97.129,3101,172.31.1.22,172.31.2.22,SKIP,DBS,No,Sentry 4,,,Port 78,Port 1078,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,SKIP,ok,ok
RAJDP,RAJDP,RAJDP,232.23.13.20,3101,172.31.1.22,172.31.2.22,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 79,Port 1079,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
RAJM,RAJM,RAJM,232.23.13.22,3101,172.31.1.22,172.31.2.22,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 80,Port 1080,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
RAJN,RAJN,RAJN,232.23.13.21,3101,172.31.1.22,172.31.2.22,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 81,Port 1081,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
RAJTV,RAJTV,RAJTV,232.23.13.19,3101,172.31.1.22,172.31.2.22,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 82,Port 1082,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
OLD_RCNTEL,OLD_RCTV,OLD_RCNTEL,232.168.50.68,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,No,Sentry 4,,,Port 83,Port 1083,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  559,Gilbert IRD,YES,ok,ok
RECI,RCORD,RECI,232.168.50.22,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 84,Port 1084,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  560,Gilbert IRD,YES,ok,ok
REELZ,NA,REELZ,232.23.130.48,3101,172.31.1.22,172.31.2.22,BUNDLE,DBS,Yes,Sentry 4,,,Port 85,Port 1085,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
REVOLT,NA,REVOLT,232.168.50.129,3101,172.31.1.32,172.31.2.32,BUNDLE,NOBUNDLE,Yes,Sentry 4,,,Port 86,Port 1086,Outside,,,,,,Customer,REVOLT TV,,Building 2,YES,ok,ok
RFDHD,RFDTV,RFDHD,232.23.36.96,3101,172.31.1.22,172.31.2.22,BUNDLE,DBS,Yes,Sentry 4,,,Port 87,Port 1087,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
RGTI,GLOBO,RGTI,232.20.6.74,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 88,Port 1088,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
RIDEHD,NA,RIDEHD,232.168.50.115,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 89,Port 1089,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  594,Gilbert IRD,YES,ok,ok
RISHCIN,RSHCX,RISHCIN,232.20.97.86,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 90,Port 1090,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
RITTVD,RITTV,RITTVD,232.20.94.147,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 91,Port 1091,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
RNGNI,NA,RNGNI,232.70.5.66,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 92,Port 1092,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
ROTAFL,NA,ROTAFL,232.23.13.30,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 93,Port 1093,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,ROTANA AFLAM,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
ROTAN,ROTAN,ROTAN,232.23.13.156,3101,172.31.1.21,172.31.2.21,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 94,Port 1094,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
ROTCIN,NA,ROTCIN,232.23.13.33,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 95,Port 1095,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,ROTANA CINEMA,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
ROTCLP,NA,ROTCLP,232.70.1.25,3101,172.31.27.71,172.31.28.71,BUNDLE,MX1,Yes,Sentry 4,,,Port 96,Port 1096,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
ROTCLS,NA,ROTCLS,232.23.13.36,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 97,Port 1097,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
ROTDRA,NA,ROTDRA,232.23.13.27,3101,172.31.1.22,172.31.2.22,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 98,Port 1098,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,ROTANA DRAMA,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
ROTKHL,NA,ROTKHL,232.23.13.34,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 99,Port 1099,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,ROTANA KHALIJIA,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
ROTMUS,NA,ROTMUS,232.23.13.35,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 100,Port 1100,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,ROTANA MUSIC,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
ROYTV,ROYTV,ROYTV,232.20.214.64,3101,172.31.1.24,172.31.2.24,Cheyenne,Che NEXTOLOGIES,Yes,Sentry 4,,,Port 101,Port 1101,IRD,DMG1,DMG2,,MUX1,MUX2,Customer,Roya TV,NEXTOLOGIES DELIVERY: Fiber Source From Cheyenne FEEDS COMPRESSION DMGS,Cheyenne MUX,YES,ok,ok
RSHTY,RSHTY,RSHTY,232.20.214.11,3101,172.31.1.24,172.31.2.24,BUNDLE,Che BT Tower,Yes,Sentry 4,,,Port 102,Port 1102,Encoder,DMG1,DMG2,ENCODER,,,Customer,Rishtey Americas,,Cheyenne Service,YES,ok,ok
RTTV,RT,RTTV,232.23.13.154,3101,172.31.1.21,172.31.2.21,Cheyenne,Che NEXTOLOGIES,Yes,Sentry 4,,,Port 103,Port 1103,IRD,DMG1,DMG2,,MUX1,MUX2,Customer,,NEXTOLOGIES DELIVERY: Fiber Source From Cheyenne FEEDS COMPRESSION DMGS,Cheyenne MUX,YES,ok,ok
RURALTV,FMLYN,RURALTV,232.23.37.222,3101,172.31.1.22,172.31.2.22,BUNDLE,DBS,Yes,Sentry 4,,,Port 104,Port 1104,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
SAB,SAB,SAB,232.20.214.44,3101,172.31.1.24,172.31.2.24,BUNDLE,Che VYVX,Yes,Sentry 4,,,Port 105,Port 1105,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SADHNP,NA,SADHNP,232.70.5.68,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 106,Port 1106,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
SADHNW,NA,SADHNW,232.70.5.42,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 107,Port 1107,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
SADHTV,NA,SADHTV,232.70.5.45,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 108,Port 1108,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
SAHARA,SHARA,SAHARA,232.20.214.41,3101,172.31.1.24,172.31.2.24,BUNDLE,DBS,Yes,Sentry 4,,,Port 109,Port 1109,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SAKSHI,NA,SAKSHI,232.70.5.77,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 110,Port 1110,Outside,,,,,,Customer,SAKSHI TV,,Building 2,YES,ok,ok
SAT7A,NA,SAT7A,232.23.13.12,3101,172.31.1.22,172.31.2.22,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 111,Port 1111,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
SATSA,NA,SATSA,232.70.5.76,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 4,,,Port 112,Port 1112,Outside,,,,,,Customer,SATSANG TV,,Building 2,YES,ok,ok
SATT7K,NA,SAT7K,232.23.13.13,3101,172.31.1.22,172.31.2.22,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 113,Port 1113,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
SAUDIQ,SAUDIQ,SAUDIQ,232.23.13.157,3101,172.31.1.21,172.31.2.21,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 114,Port 1114,IRD,DMG1,DMG2,,,,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
SAUDIS,SAUDIS,SAUDIS,232.70.1.35,3101,172.31.27.71,172.31.28.71,BUNDLE,MX1,Yes,Sentry 4,,,Port 115,Port 1115,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
SBC,NA,SBC,232.23.13.49,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 4,,,Port 116,Port 1116,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Beta,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
OLD_SCC,STARC,OLD_SCC,232.20.96.51,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,No,Sentry 4,,,Port 117,Port 1117,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,SKIP,ok,ok
SECH,SEC,SECH,232.70.2.15,1234,172.31.27.21,172.31.28.21,BUNDLE,ESPN,Yes,Sentry 4,,,Port 118,Port 1118,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
SETHHD,SET,SETHHD,232.20.6.215,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 119,Port 1119,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SETINTL,SETI,SETINTL,232.20.97.202,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 120,Port 1120,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SETMX,SETMX,SETMX,232.20.214.45,3101,172.31.1.24,172.31.2.24,BUNDLE,Che VYVX,Yes,Sentry 4,,,Port 121,Port 1121,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SGBA,SGBA,SGBA,232.20.96.21,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 4,,,Port 122,Port 1122,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
SHARNW,NA,SHARNW,232.23.13.53,3101,172.31.1.24,172.31.2.24,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 123,Port 1123,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,SHARQIYA NEWS,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
SHO2,SHOTO,SHO2,232.168.50.131,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 124,Port 1124,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,SHOWTIME 2,GIL IRD -  576,Gilbert IRD,YES,ok,ok
SHOCSE,SHOCS,SHOCSE,232.168.50.132,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 125,Port 1125,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,SHOWTIME SHOWCASE,GIL IRD -  576,Gilbert IRD,YES,ok,ok
SHOFAMHD,NA,SHOFAMHD,232.168.50.112,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 126,Port 1126,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  576,Gilbert IRD,YES,ok,ok
SHOND,NA,SHOND,232.168.50.85,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 127,Port 1127,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  576,Gilbert IRD,YES,ok,ok
SHOW,SHO-E,SHOW,232.168.50.130,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 128,Port 1128,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,SHOWTIME,GIL IRD -  576,Gilbert IRD,YES,ok,ok
SHOWBHD,NA,SHOWBHD,232.168.50.134,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 129,Port 1129,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,SHOWTIME WEST,GIL IRD -  576,Gilbert IRD,YES,ok,ok
SHOWD,NA,SHOWD,232.168.50.86,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 130,Port 1130,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  576,Gilbert IRD,YES,ok,ok
SHOWXHD,SHOWXHD,SHOWXHD,232.168.50.80,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 4,,,Port 131,Port 1131,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,,GIL IRD -  576,Gilbert IRD,YES,ok,ok
